slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
pinata-sdk-picnic,Pinata,SDK,"[""[Buy](https://pinata.cloud/pricing)"",""[Docs](https://docs.pinata.cloud/sdk/getting-started)""]",SDK,TypeScript,"[""IPFS"",""Decentralized Storage"",""Web3 infrastructure""]","Provides a comprehensive SDK suite for developers to seamlessly upload, manage, and retrieve files on the IPFS decentralized storage network with enterprise-grade gateways.",Tiered,Picnic,$20/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
prb-test,PRB Test,,"[""[Website](https://github.com/PaulRBerg/prb-test)""]",Library,Solidity,"[""Solidity Testing Library""]","It is a modern collection of testing assertions and logging utilities for Solidity, and is meant to be a drop-in replacement for DSTest",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-accelerate,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Accelerate,$249/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-build,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Build,$49/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-business,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Business,$999/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-enterprise,QuickNode,SDK,"[""[Contact](https://www.quicknode.com/contact-us)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-scale,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Scale,$499/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quiver,Raid Guild,,"[""[Website](https://github.com/raid-guild/quiver)""]",Library,TBD,"[""Ethereum"",""dApps"",""Web3"",""React"",""Smart-Contracts""]","It offers features like accelerated Web3 onboarding with pre-built components for common interactions, essential integrations with Web3Modal, ENS, and Gnosis Safe Apps, and smart contract interaction",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rainbowkit,RainbowKit,,"[""[Docs](https://rainbowkit.com/docs/introduction/)""]",Library,TBD,"[""React"",""Wallet SDK""]",Open-source toolkit providing customizable React components for wallet connection UIs enabling seamless Ethereum wallet integrations,Enterprise,,Custom,FALSE,FALSE,"[""@tanstack/react-query@>=5.0.0"",""@vanilla-extract/css@1.20.1"",""@vanilla-extract/dynamic@2.1.5"",""@vanilla-extract/sprinkles@1.6.5"",""clsx@2.1.1"",""cuer@0.0.3"",""react@>=18"",""react-dom@>=18"",""react-remove-scroll@2.7.2"",""ua-parser-js@^2.0.9"",""viem@2.x"",""wagmi@^2.9.0""]",TBD,TBD,TBD,TBD
reth,Reth,,"[""[Website](https://reth.rs/sdk/)""]",SDK,Rust,"[""Rust Ethereum Client"",""Rust Blockchain Development"",""EVM compatible chains""]",It is an Ethereum execution client and developer toolkit (SDK) that allows developers to run high-performance Ethereum nodes and build custom blockchain infrastructure using its modular components as libraries,Enterprise,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rockx-sdk,RockX,,"[""[Website](https://wiki.radxa.com/AI/Rock-X)""]",SDK,Python,"[""Python SDK""]","Provides bindings for Rockchip's AI vision library, mainly for edge devices like RK3399 and RV1126",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rubic-sdk,Rubic,Rubic-SDK,"[""[Docs](https://docs.rubic.finance/)""]",SDK,TBD,"[""Web3 developer tools"",""Cross-chain swap API"",""Blockchain interoperability"",""DEX aggregator SDK"",""Crypto swap widget""]","It offers a SDK, a customizable widget and an API to allow other decentralized applications, wallets or websites to integrate its cross-chain swap functionality directly into their own platforms",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
safe-api-kit,Safe,API Kit,"[""[Docs](https://docs.safe.global/sdk/api-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/api-kit)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Transaction Service"",""Multisig"",""Transactions""]","TypeScript SDK for interacting with the Safe Transaction Service API, including proposing and sharing transactions, collecting signatures, and retrieving Safe account configuration and transaction history.",Public,,$0,FALSE,FALSE,"[""viem@^2.52.2"",""node-fetch@^2.7.0"",""@safe-global/types-kit@^4.0.1"",""@safe-global/protocol-kit@^8.0.6""]",,,,
safe-protocol-kit,Safe,Protocol Kit,"[""[Docs](https://docs.safe.global/sdk/protocol-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/protocol-kit)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Account Abstraction"",""Multisig"",""Transactions""]","TypeScript SDK for interacting directly with Safe Smart Account contracts, including account deployment and configuration, transaction creation and execution, signatures, modules, and guards.",Public,,$0,FALSE,FALSE,"[""viem@^2.52.2"",""semver@^7.8.0"",""abitype@^1.2.3"",""@safe-global/types-kit@^4.0.1"",""@safe-global/safe-deployments@^1.37.63"",""@safe-global/safe-modules-deployments@^3.0.10""]",,,,
safe-relay-kit,Safe,Relay Kit,"[""[Docs](https://docs.safe.global/sdk/relay-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/relay-kit)""]",SDK,TypeScript,"[""Safe"",""Account Abstraction"",""ERC-4337"",""Relaying"",""Sponsored Transactions""]","TypeScript SDK for relaying Safe transactions, including ERC-4337 user operations, sponsored transactions, and gas payment with native or ERC-20 tokens.",Public,,$0,FALSE,FALSE,,,,,
safe-starter-kit,Safe,Starter Kit,"[""[Docs](https://docs.safe.global/sdk/starter-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Account Abstraction"",""Multisig"",""Transactions""]","High-level TypeScript SDK for integrating Safe Smart Accounts into applications and handling user operations, multisignature transactions, and off-chain and on-chain messages.",Public,,$0,FALSE,FALSE,,,,,
sequence-sdk-enterprise,Sequence,SDK,"[""[Docs](https://docs.sequence.xyz/sdk/overview)"",""[Website](https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv/)""]",Software Development Kit,TBD,"[""Web3 Development"",""Blockchain Gaming"",""Account Abstraction"",""Game Development SDK""]","It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
sequence-sdk-free,Sequence,SDK,"[""[Docs](https://docs.sequence.xyz/sdk/overview)"",""[Website](https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv/)""]",Software Development Kit,TBD,"[""Web3 Development"",""Blockchain Gaming"",""Account Abstraction"",""Game Development SDK""]","It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
somnia-data-streams-sdk,Somnia,Somnia Data Streams SDK,"[""[Docs](https://docs.somnia.network/developer/data-streams/sdk-methods-guide)"",""[GitHub](https://github.com/somnia-chain/somnia-data-streams-sdk)""]",SDK,TypeScript,"[""Data Streams"",""Off-Chain Reactivity"",""Somnia""]","TypeScript SDK for writing, reading, subscribing to, and managing Somnia Data Streams and reactive events.",Public,,$0,FALSE,FALSE,"[""viem@~2.37.8"",""@somnia-chain/reactivity@~0.1.5""]",,,,
storacha-guppy,Storacha,Guppy,"[""[GitHub](https://github.com/storacha/guppy)"",""[Docs](https://storacha.github.io/guppy/)""]",Library,Go,"[""Filecoin"",""IPFS"",""Storage"",""CLI""]","Go client library and CLI for resumable, parallel uploads and content retrieval through the Storacha storage network.",Public,,$0,FALSE,FALSE,,,,,
swap-kit,SwapKit,,"[""[Website](https://swapkit.dev/)""]",SDK,TBD,"[""SwapKit"",""Cross-Chain Swap"",""Multi-Chain Swap"",""DeFi SDK"",""Crypto API""]",It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,Pay-as-you-go,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
swap-kit-enterprise,SwapKit,,"[""[Website](https://swapkit.dev/)""]",SDK,TBD,"[""SwapKit"",""Cross-Chain Swap"",""Multi-Chain Swap"",""DeFi SDK"",""Crypto API""]",It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
synapse-core,Filecoin Onchain Cloud,Synapse Core,"[""[GitHub](https://github.com/FilOzone/synapse-sdk/tree/master/packages/synapse-core)"",""[Docs](https://docs.filecoin.cloud/reference/filoz/synapse-core/toc/)""]",Library,TypeScript,"[""Filecoin Onchain Cloud"",""Smart Contracts"",""Storage"",""Payments""]","Low-level JavaScript and TypeScript library for Filecoin Onchain Cloud smart contracts, payments, warm storage, provider discovery, PieceCID utilities, and session keys.",Public,,$0,FALSE,FALSE,"[""viem@2.x"",""dnum@2.17.0"",""iso-web@^3.1.2"",""multiformats@14.0.5"",""ox@0.14.29"",""p-locate@7.0.0"",""p-some@7.0.0"",""sync-multihash-sha2@1.0.0"",""zod@4.4.3""]",,,,
synapse-react,Filecoin Onchain Cloud,Synapse React,"[""[GitHub](https://github.com/FilOzone/synapse-sdk/tree/master/packages/synapse-react)"",""[Docs](https://docs.filecoin.cloud/reference/filoz/synapse-react/toc/)""]",Library,TypeScript,"[""Filecoin Onchain Cloud"",""React"",""Storage"",""Payments""]","React hooks for Filecoin Onchain Cloud account, USDFC, storage-provider, dataset, upload, and payment workflows.",Public,,$0,FALSE,FALSE,"[""wagmi@3.x"",""@tanstack/react-query@5.x"",""viem@2.x"",""@filoz/synapse-core@^0.9.0"",""@filoz/synapse-sdk@^2.0.0"",""@hugomrdias/filsnap-adapter@^3.3.8"",""@wagmi/core@3.x""]",,,,
synapse-sdk,Filecoin Onchain Cloud,Synapse SDK,"[""[Docs](https://docs.filecoin.cloud/getting-started/)"",""[GitHub](https://github.com/FilOzone/synapse-sdk)""]",SDK,TypeScript,"[""Filecoin Onchain Cloud"",""Decentralized Storage"",""Payments""]","TypeScript SDK for storing and retrieving data and managing payments through Filecoin Onchain Cloud",Public,,$0,FALSE,FALSE,"[""viem@2.x"",""@filoz/synapse-core@^0.9.0"",""multiformats@14.0.5""]",,,,
tact-lang,Tact,,"[""[Website](https://tact-lang.org/)"",""[Docs](https://docs.tact-lang.org/)""]",SDK,Tact,"[""Smart Contracts"",""Language"",""High-Level""]","A new, high-level programming language for TON smart contracts that is strongly typed and designed to be familiar to TypeScript/Rust developers",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-business,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Enterprise,Business,Custom,FALSE,FALSE,"[""bignumber.js@^9.1.1"",""chalk@^4.1.2"",""reflect-metadata@^0.1.13"",""typedi@^0.10.0""]",TBD,TBD,TBD,TBD
tatum-sdk-free,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Free,,$0,FALSE,FALSE,"[""bignumber.js@^9.1.1"",""chalk@^4.1.2"",""reflect-metadata@^0.1.13"",""typedi@^0.10.0""]",TBD,TBD,TBD,TBD
tatum-sdk-pro,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Pro,$99/$139/$179/mo per 10M/15M/20M credits/mo,FALSE,FALSE,"[""bignumber.js@^9.1.1"",""chalk@^4.1.2"",""reflect-metadata@^0.1.13"",""typedi@^0.10.0""]",TBD,TBD,TBD,TBD
tatum-sdk-scale,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Scale,$349/$649/mo per 40M/80M credits/mo,FALSE,FALSE,"[""bignumber.js@^9.1.1"",""chalk@^4.1.2"",""reflect-metadata@^0.1.13"",""typedi@^0.10.0""]",TBD,TBD,TBD,TBD
tatum-sdk-starter,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Starter,$49/$79/mo per 4M/7M credits/mo,FALSE,FALSE,"[""bignumber.js@^9.1.1"",""chalk@^4.1.2"",""reflect-metadata@^0.1.13"",""typedi@^0.10.0""]",TBD,TBD,TBD,TBD
tevm,Tevm,,"[""[Docs](https://tevm.sh/getting-started/overview)"",""[GitHub](https://github.com/evmts/tevm)""]",Development Environment,TypeScript,"[""Ethereum"",""TypeScript"",""EVM"",""Local node"",""Testing""]","TypeScript-first in-process EVM node and development environment for testing, scripting, forking, and contract interaction.",Public,,$0,FALSE,FALSE,,,,,
thirdweb-sdk,Thirdweb,SDK,"[""[Docs](https://portal.thirdweb.com/references/typescript/v5)""]",SDK,TypeScript,"[""Smart contract deployment"",""Web3 SDK"",""Multi-chain development""]",Full-stack Web3 SDK for building decentralized apps with prebuilt smart contracts and support for multiple blockchains,Free,,$0,TRUE,FALSE,"[""@base-org/account@2.5.0"",""@coinbase/wallet-sdk@4.3.0"",""@emotion/react@11.14.0"",""@emotion/styled@11.14.1"",""@noble/curves@1.8.2"",""@noble/hashes@1.7.2"",""@passwordless-id/webauthn@^2.1.2"",""@radix-ui/react-dialog@1.1.14"",""@radix-ui/react-focus-scope@1.1.7"",""@radix-ui/react-icons@1.3.2"",""@radix-ui/react-tooltip@1.2.7"",""@tanstack/react-query@5.81.5"",""@walletconnect/sign-client@2.21.8"",""@walletconnect/universal-provider@2.21.8"",""abitype@1.0.8"",""cross-spawn@7.0.6"",""fuse.js@7.1.0"",""input-otp@^1.4.1"",""mipd@0.0.7"",""open@10.1.1"",""ora@8.2.0"",""ox@0.7.0"",""prompts@2.4.2"",""qrcode@1.5.3"",""toml@3.0.0"",""uqr@0.1.2"",""viem@2.39.0"",""x402@0.7.0"",""zod@3.25.75"",""@thirdweb-dev/engine@3.4.0"",""@thirdweb-dev/insight@1.1.1""]",TBD,TBD,TBD,Apache-2.0
tinyman-js-sdk,Tinyman,JavaScript SDK,"[""[GitHub](https://github.com/tinymanorg/tinyman-js-sdk)"",""[Docs](https://docs.tinyman.org/v2-integration/official-sdks)""]",SDK,"JavaScript, TypeScript","[""Algorand"",""AMM"",""DEX""]",Official JavaScript/TypeScript SDK for interacting with Tinyman AMM contracts.,Public,,$0,FALSE,FALSE,"[""algosdk""]",,,,
tinyman-py-sdk,Tinyman,Python SDK,"[""[GitHub](https://github.com/tinymanorg/tinyman-py-sdk)"",""[Docs](https://docs.tinyman.org/v2-integration/official-sdks)""]",SDK,Python,"[""Algorand"",""AMM"",""DEX""]",Official Python SDK for automated interaction with the Tinyman AMM.,Public,,$0,FALSE,FALSE,"[""py-algorand-sdk""]",,,,
ton-connect-sdk,TonConnect SDK,,"[""[Website](https://ton-connect.github.io/sdk/)""]",SDK,TypeScript,"[""Wallet Connect"",""Frontend"",""Authentication""]","The standard protocol and SDK for connecting TON wallets to decentralized applications (dApps), replacing standard WalletConnect in the TON ecosystem",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
trident-java-sdk,TRON,Trident-java,"[""[Website](https://tronprotocol.github.io/trident/)"",""[Docs](https://developers.tron.network/docs/trident-java)""]",SDK,Java,"[""TRON"",""Java SDK"",""Smart contracts""]",Lightweight Java SDK for building applications and interacting with TRON system and smart contracts,Free,,$0,FALSE,FALSE,,0.11.0,2026-01-26,TRON,Apache-2.0
tronbox-sdk,TRON,TronBox,"[""[Website](https://tronbox.io/)"",""[Docs](https://developers.tron.network/docs/tronbox-1)""]",Framework,JavaScript,"[""TRON"",""Smart contract development"",""CLI""]",CLI framework for compiling testing and deploying smart contracts on TRON,Free,,$0,FALSE,FALSE,,4.8.0,2026-06-01,TRON,MIT
tronweb-sdk,TRON,TronWeb,"[""[Website](https://tronweb.network/)"",""[Docs](https://developers.tron.network/docs/tronweb-1)""]",SDK,"JavaScript, TypeScript","[""TRON"",""JavaScript SDK"",""dApp development""]",JavaScript SDK for interacting with TRON nodes and smart contracts from web applications,Free,,$0,FALSE,FALSE,,6.3.0,2026-04-22,TRON,MIT
turnkey-sdk-enterprise,Turnkey,,"[""[Contact](https://www.turnkey.com/contact-us)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
turnkey-sdk-free,Turnkey,,"[""[Website](https://turnkey.com/)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
turnkey-sdk-pro,Turnkey,,"[""[Buy](https://www.turnkey.com/pricing)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Tiered,Pro,$99/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
uniswap-web3-react,Uniswap Web3 React,,"[""[Website](https://github.com/Uniswap/web3-react)""]",Library,TypeScript,"[""React integration"",""Decentralized finance"",""Specific Uniswap functionalities""]",It helps developers build the frontend of decentralized applications by simplifying the process of connecting to various Web3 wallets and interacting with the Ethereum blockchain,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
viem,wevm,Viem,"[""[Docs](https://viem.sh/docs/getting-started)"",""[GitHub](https://github.com/wevm/viem)""]",Library,TypeScript,"[""Ethereum"",""TypeScript"",""JSON-RPC"",""Smart contracts"",""Wallet clients""]","Type-safe TypeScript interface for Ethereum with modular JSON-RPC clients, smart contract APIs, wallet support, and ABI utilities.",Free,,$0,FALSE,FALSE,"[""@noble/curves@1.9.1"",""@noble/hashes@1.8.0"",""@scure/bip32@1.7.0"",""@scure/bip39@1.6.0"",""abitype@1.2.3"",""isows@1.0.7"",""ox@0.14.44"",""ws@8.21.0""]",,,,
vyper,Vyper,,"[""[Docs](https://docs.vyperlang.org/en/latest/)""]",Programming language,Python,"[""Compiler"",""Pythonic programming language"",""SDK"",""Command-line interface tools"",""Interactive environment""]","It is a contract-oriented, Pythonic programming language and associated tools for building secure and auditable smart contracts targeting the Ethereum Virtual Machine",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
waffle,Waffle,,"[""[Website](https://github.com/Waffle/waffle)""]",Framework,Java,"[""Smart contracts testing""]","It offers features such as advanced contract testing with Chai matchers, fixtures for fast test suites, contract mocking, customizable compilation,TypeScript support and NPM integration",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
wagmi,Wagmi,,"[""[Website](https://wagmi.sh/)""]",Library,TypeScript,"[""TypeScript"",""React hooks"",""Wallet SDK""]",React Hooks library simplifying Ethereum wallet connections and contract interactions in front-end apps,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
wake,Wake,,"[""[Website](https://getwake.io/)""]",Framework,Solidity,"[""Testing framework based on pytest"",""Vulnerability & code quality detectors"",""Static analysis framework""]","It provides a suite of developer tools focused on the development, testing and security analysis of Solidity smart contracts, serving primarily as a development and testing framework using Python",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletconnect,WalletConnect,,"[""[Docs](https://docs.walletconnect.com/)""]",SDK,TypeScript,"[""Wallet Integration"",""Protocol""]",Open-source protocol that securely connects mobile wallets to decentralized applications for transaction signing and secure interaction in blockchain apps,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-enterprise,WalletKit,,"[""[Contact](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-individual,WalletKit,,"[""[Buy](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Tiered,Individual,$75/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-startup,WalletKit,,"[""[Buy](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Tiered,Startup,$250/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3-js,Web3.js,,"[""[Docs](https://web3js.readthedocs.io/)""]",Library,JavaScript,"[""JavaScript"",""Library""]",JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3-py,Web3.py,,"[""[Docs](https://web3py.readthedocs.io/)""]",Library,Python,"[""Web3.py""]","It allows Python developers to build decentralized applications without needing to work directly with the underlying, complex JSON-RPC protocols",Free,,$0,FALSE,FALSE,"[""aiohttp@>=3.7.4.post0"",""eth-abi@>=6"",""eth-account@>=0.14"",""eth-hash[pycryptodome]@>=0.5.1"",""eth-typing@>=5.0.0"",""eth-utils@>=5.3.0"",""hexbytes@>=2"",""pydantic@>=2.4"",""pyunormalize@>=15"",""pywin32@>=223; platform_system == \""Windows\"""",""requests@>=2.23.0"",""typing-extensions@>=4.0.1; python_version < \""3.11\"""",""websockets@>=14""]",TBD,TBD,TBD,TBD
web3auth-base,Web3Auth,,"[""[Website](https://web3auth.io/index.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Free,Base,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-enterprise,Web3Auth,,"[""[Contact](https://calendly.com/elishamm/sales?month=2026-01)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-growth,Web3Auth,,"[""[Buy](https://web3auth.io/pricing.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Tiered,Growth,$69/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-scale,Web3Auth,,"[""[Buy](https://web3auth.io/pricing.html)"",""[Docs](https://docs.metamask.io/embedded-wallets/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Tiered,Scale,$399/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3j,Web3j,,"[""[Docs](https://docs.web3j.io/)"",""[GitHub](https://github.com/LFDT-web3j/web3j)""]",Library,Java,"[""Ethereum"",""Java"",""Android"",""JSON-RPC"",""Smart contracts""]","Modular Java and Android library for integrating applications with Ethereum-compatible nodes, wallets, transactions, and smart contracts.",Public,,$0,FALSE,FALSE,"[""com.github.jnr:jnr-unixsocket@0.38.22"",""com.squareup.okhttp3:logging-interceptor@4.12.0"",""com.squareup.okhttp3:okhttp@4.12.0"",""io.consensys.tuweni:tuweni-bytes@2.7.0"",""io.consensys.tuweni:tuweni-units@2.7.0"",""io.github.adraffy:ens-normalize@0.2.0"",""io.reactivex.rxjava2:rxjava@2.2.21"",""org.java-websocket:Java-WebSocket@1.5.6"",""org.slf4j:slf4j-api@2.0.13"",""org.web3j:abi@6.0.0"",""org.web3j:crypto@6.0.0"",""org.web3j:tuples@6.0.0"",""software.amazon.awssdk:kms@2.27.24"",""tools.jackson.core:jackson-databind@3.1.0""]",,,,
